YEAR,WEEK,RS_SALES,UNIT_SALES,STORE_NO,CITY,STATE,FORMAT,REGION,SPECIAL,WEEK_MAX_TEMP,WEEK_MIN_TEMP,RAIN_MM,SHORTAGE,POPULATION
2016,32,669968.12,15894,21001,PANAJI,GOA,Large,WEST,NORMAL,26.12,22.85,0,10.8,485231.67
2016,33,596647.57,14676,21001,PANAJI,GOA,Large,WEST,NORMAL,21.89,18.66,7,12,487332.24
2016,34,570995.39,14232,21001,PANAJI,GOA,Large,WEST,NORMAL,22.34,17.78,2,12.2,489432.81
2016,35,580257.44,14107,21001,PANAJI,GOA,Large,WEST,NORMAL,21.78,18.91,0,12.1,491533.38
2016,36,NA,NA,21001,PANAJI,GOA,Large,WEST,NORMAL,23.11,20.2,0,11.9,493633.95
2016,37,NA,NA,21001,PANAJI,GOA,Large,WEST,NORMAL,24.21,18.99,0,11.8,495734.52
2016,38,568877.93,14061,21001,PANAJI,GOA,Large,WEST,NORMAL,22.13,16.42,6,12.1,497835.09
2016,39,551555.8,14204,21001,PANAJI,GOA,Large,WEST,NORMAL,18.34,16.14,1,12.2,499935.66
2016,40,583466.18,14455,21001,PANAJI,GOA,Large,WEST,NORMAL,21.34,18.32,0,11.5,502036.23
2016,41,555203.9,13839,21001,PANAJI,GOA,Large,WEST,NORMAL,18.94,15.71,3,11.9,504136.8
2016,42,574783.86,14434,21001,PANAJI,GOA,Large,WEST,NORMAL,20.32,16.43,1,11.6,506237.37
2016,43,556289.5,14077,21001,PANAJI,GOA,Large,WEST,NORMAL,18.85,15.98,2,11.8,508337.94
2016,44,579428.13,14942,21001,PANAJI,GOA,Large,WEST,NORMAL,20.02,18.13,0,11.5,510438.51
2016,45,629797.6,14959,21001,PANAJI,GOA,Large,WEST,NORMAL,26.17,18.56,0,11,512539.08
2016,46,624306.4,14492,21001,PANAJI,GOA,Large,WEST,NORMAL,21.65,18.2,4,11.1,514639.65
2016,47,931376.71,15025,21001,PANAJI,GOA,Large,WEST,DUSSEHRA,22.11,19.24,0,10.9,516740.22
2016,48,782552.16,17183,21001,PANAJI,GOA,Large,WEST,DIWALI,28.12,29.78,0,5,518840.79
2016,49,727998.1,16266,21001,PANAJI,GOA,Large,WEST,NORMAL,16.33,21.21,12,9,520941.36
2016,50,864870.4,17598,21001,PANAJI,GOA,Large,WEST,NORMAL,27.62,24.64,0,7.1,523041.93
2016,51,937227.2,20480,21001,PANAJI,GOA,Large,WEST,NORMAL,29.13,31.7,0,5.1,525142.5
2016,52,1275563.8,21610,21001,PANAJI,GOA,Large,WEST,CHRISTMAS,35.13,34.39,0,4.8,527243.07
2016,1,897529.33,16257,21002,MUMBAI,MAHARASHTRA,Large,WEST,NEWYEAR,18.51,15.99,0,11.3,756222
2016,2,628968.51,15010,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,17.23,14.12,5.1,12.1,760003.11
2016,3,596389.49,14170,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,16.22,12.66,3.2,12.5,763784.22
2016,4,589441.51,14186,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,16.33,13.87,2.3,12.8,767565.33
2016,5,589439.41,14092,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,17.65,14.65,0,12.2,771346.44
2016,6,638206.13,15097,21002,MUMBAI,MAHARASHTRA,Large,WEST,VALENTINES,18.2,14.77,0,12,775127.55
2016,7,730876.25,16878,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,26.64,20.86,0,10.2,778908.66
2016,8,614471.41,14829,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,17.34,18.03,8.14,12.1,782689.77
2016,9,645406.04,14544,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,18.5,15.79,0,11.6,786470.88
2016,10,643452.48,14893,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,20.21,16.17,0,11.3,790251.99
2016,11,622854.08,14131,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,16.99,14.9,3.5,11.9,794033.1
2016,12,619197.08,14947,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,18.21,17.1,0,11.8,797814.21
2016,13,622807.33,14512,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,16.1,14.12,4.4,12.7,801595.32
2016,14,791756.42,17192,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,17.61,14.76,0,11.9,805376.43
2016,15,521799.33,12817,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,19.01,18.87,0,11.5,809157.54
2016,16,600889.08,14206,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,24.12,25.99,0,9.5,812938.65
2016,17,585926.77,13908,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,15.11,22.32,7.45,13.2,816719.76
2016,18,601634.12,14348,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,25.12,24.36,0,11.3,820500.87
2016,19,639441.89,15309,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,26.33,20.66,0,10.9,824281.98
2016,20,596817.66,14182,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,24.12,19.21,2.13,11.9,828063.09
2016,21,574653.6,13992,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,21.09,18.88,0.06,12,831844.2
2016,22,592922.32,14376,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,23.13,17.33,0.3,11.8,835625.31
2016,23,606737.21,14494,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,27.11,31.99,0,10.9,839406.42
2016,24,623670.37,14257,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,23.27,28.58,1.78,11.1,843187.53
2016,25,621703.16,14749,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,19.23,23.73,1.3,12.4,846968.64
2016,26,565106.15,14142,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,21.25,24.99,0,12.3,850749.75
2016,27,632540.44,14819,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,23.32,34.44,0,11.8,854530.86
2016,28,600073.22,14274,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,20.45,32.66,1.45,12.1,858311.97
2016,29,600070.12,14180,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,22.56,31.11,0,12,862093.08
2016,30,577854.67,14007,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,20.98,33.85,0.7,12.2,865874.19
2016,31,628920.2,14538,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,23.11,33.99,0,11.7,869655.3
2016,32,717766.01,16523,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,26.12,35.99,0,10.8,873436.41
2016,33,631864.54,14703,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,21.89,33.46,3.41,12,877217.52
2016,34,620249.39,14118,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,22.34,30.1,1.09,12.2,880998.63
2016,35,555295.62,13568,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,21.78,31.91,0,12.1,884779.74
2016,36,NA,NA,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,23.11,32.82,0,11.9,888560.85
2016,37,NA,NA,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,24.21,30.53,0.01,11.8,892341.96
2016,38,574302.53,14207,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,22.13,31.19,3.1,12.1,896123.07
2016,39,567229.44,13910,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,18.34,28.48,0.45,12.2,899904.18
2016,40,601346.16,14369,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,21.34,30.38,0,11.5,903685.29
2016,41,613010.59,14815,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,18.94,27.79,1.55,11.9,907466.4
2016,42,582186.65,13507,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,20.32,29.71,0.21,11.6,911247.51
2016,43,584070.77,14178,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,18.85,23.73,1.21,11.8,915028.62
2016,44,629952.37,15102,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,20.02,25.16,0.05,11.5,918809.73
2016,45,657555.12,15121,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,26.17,27.11,0,11,922590.84
2016,46,864082.46,15053,21002,MUMBAI,MAHARASHTRA,Large,WEST,DUSSEHRA,21.65,23.67,2.3,11.1,926371.95
2016,47,637718.59,14532,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,22.11,27.99,0,10.9,930153.06
2016,48,1136270.83,17875,21002,MUMBAI,MAHARASHTRA,Large,WEST,DIWALI,28.12,30.66,0,5,933934.17
2016,49,723627.11,15961,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,16.33,24,6.23,9,937715.28
2016,50,885635.33,17382,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,27.62,25.99,0.32,7.1,941496.39
2016,51,950486.41,20232,21002,MUMBAI,MAHARASHTRA,Large,WEST,NORMAL,29.13,30.21,0,5.1,945277.5
2016,52,1194569.89,22202,21002,MUMBAI,MAHARASHTRA,Large,WEST,CHRISTMAS,35.13,32.16,0,4.8,949058.61
2016,1,1667374.67,15659,21003,PUNE,MAHARASHTRA,Large,WEST,NEWYEAR,18.51,17.24,0,11.3,565825
2016,2,665431.89,15255,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,17.23,14.49,5.1,12.1,568654.125
2016,3,618579.67,14445,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,16.22,13.14,3.2,12.5,571483.25
2016,4,597566.04,14192,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,16.33,13.91,2.3,12.8,574312.375
2016,5,595628.49,13717,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,17.65,15.14,0,12.2,577141.5
2016,6,679581.34,15218,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,18.2,15.58,0,12,579970.625
2016,7,745416.87,16644,21003,PUNE,MAHARASHTRA,Large,WEST,VALENTINES,26.64,21.24,0,10.2,582799.75
2016,8,654071.68,14904,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,17.34,19.91,8.14,12.1,585628.875
2016,9,647404.54,14765,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,18.5,16.25,0,11.6,588458
2016,10,702093.66,15530,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,20.21,17.02,0,11.3,591287.125
2016,11,677648.87,14934,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,16.99,14.9,3.5,11.9,594116.25
2016,12,668693.48,15180,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,18.21,19.1,0,11.8,596945.375
2016,13,784536.93,17074,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,16.1,15.47,4.4,12.7,599774.5
2016,14,548710.89,12604,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,17.61,14.74,0,11.9,602603.625
2016,15,654636.93,14808,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,19.01,19.4,0,11.5,605432.75
2016,16,624528.59,14474,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,24.12,24.22,0,9.5,608261.875
2016,17,594936.98,14160,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,15.11,22.12,7.45,13.2,611091
2016,18,605787.71,13927,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,25.12,25.28,0,11.3,613920.125
2016,19,671859.64,15503,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,26.33,21.51,0,10.9,616749.25
2016,20,620320.28,14374,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,24.12,19.69,2.13,11.9,619578.375
2016,21,593425.13,14095,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,21.09,19.25,0.06,12,622407.5
2016,22,617299.06,14485,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,23.13,17.79,0.3,11.8,625236.625
2016,23,651950.57,14672,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,27.11,30.02,0,10.9,628065.75
2016,24,656408.63,14865,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,23.27,27.69,1.78,11.1,630894.875
2016,25,667142.32,14940,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,19.23,20.8,1.3,12.4,633724
2016,26,605070.68,14165,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,21.25,24.87,0,12.3,636553.125
2016,27,625468.22,14404,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,23.32,34.11,0,11.8,639382.25
2016,28,617162.64,14590,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,20.45,33.56,1.45,12.1,642211.375
2016,29,605976.02,14258,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,22.56,31.88,0,12,645040.5
2016,30,594847.25,13827,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,20.98,33.65,0.7,12.2,647869.625
2016,31,638745.03,14184,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,23.11,34.35,0,11.7,650698.75
2016,32,729014.48,15927,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,26.12,36.24,0,10.8,653527.875
2016,33,652349.54,14850,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,21.89,33.45,3.41,12,656357
2016,34,627323.94,14415,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,22.34,29.7,1.09,12.2,659186.125
2016,35,575446.59,13591,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,21.78,31.88,0,12.1,662015.25
2016,36,NA,NA,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,23.11,33.21,0,11.9,664844.375
2016,37,NA,NA,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,24.21,30.56,0.01,11.8,667673.5
2016,38,619415.85,14542,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,22.13,32.02,3.1,12.1,670502.625
2016,39,600897.9,14296,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,18.34,29.34,0.45,12.2,673331.75
2016,40,607854.75,14343,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,21.34,31.02,0,11.5,676160.875
2016,41,645724.3,15028,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,18.94,26.91,1.55,11.9,678990
2016,42,597290.69,14012,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,20.32,28.88,0.21,11.6,681819.125
2016,43,621439.87,14660,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,18.85,24.78,1.21,11.8,684648.25
2016,44,653632.93,15545,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,20.02,25.35,0.05,11.5,687477.375
2016,45,667891.75,15902,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,26.17,27.14,0,11,690306.5
2016,46,896706.31,15716,21003,PUNE,MAHARASHTRA,Large,WEST,DUSSEHRA,21.65,25.35,2.3,11.1,693135.625
2016,47,673658.95,15330,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,22.11,28.47,0,10.9,695964.75
2016,48,1078652.63,18391,21003,PUNE,MAHARASHTRA,Large,WEST,DIWALI,28.12,32.02,0,5,698793.875
2016,49,769738.16,16235,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,16.33,24.97,6.23,9,701623
2016,50,798242.68,17644,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,27.62,26.62,0.32,7.1,704452.125
2016,51,891819.5,19653,21003,PUNE,MAHARASHTRA,Large,WEST,NORMAL,29.13,30.39,0,5.1,707281.25
2016,52,1457181.95,25637,21003,PUNE,MAHARASHTRA,Large,WEST,CHRISTMAS,35.13,32.65,0,4.8,710110.375
2016,1,172063.76,3730,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NEWYEAR,,8,0,6,150000
2016,2,123628.49,2915,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.2,7.5,10,150750
2016,3,122272.18,2866,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.2,0,10.3,151500
2016,4,124754.28,2990,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.07,0,8.6,152250
2016,5,136775.8,3001,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,7.1,0,6,153000
2016,6,125680.05,2785,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.4,0,8,153750
2016,7,148130.01,3295,21004,CHANDIGARH,PUNJAB,Medium,NORTH,VALENTINES,,7.9,4.5,5,154500
2016,8,117547.27,2635,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,3.77,0,9,155250
2016,9,136758.03,3052,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6.3,6,7,156000
2016,10,NA,NA,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.2,0,8,156750
2016,11,NA,NA,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.2,0,8.5,157500
2016,12,121400.45,2858,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,3.97,0,11,158250
2016,13,125360.64,2891,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,4.2,0,10.3,159000
2016,14,124227.96,2948,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,4.2,0.19,10.7,159750
2016,15,130343.59,2995,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,4.9,0.12,8,160500
2016,16,163887.6,3582,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,8.97,0.06,5,161250
2016,17,105652.5,2665,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,3.1,0.13,11,162000
2016,18,118791.99,2893,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,4.6,0.08,9,162750
2016,19,128584.7,3077,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.8,0.71,8,163500
2016,20,120295.53,2932,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,4.47,0.39,10,164250
2016,21,138187.9,3157,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.8,0.02,8,165000
2016,22,144534.72,3332,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6.6,0.65,7.3,165750
2016,23,144146.67,3396,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6.8,1.61,7.4,166500
2016,24,156477.53,3603,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,7.17,0.91,5.5,167250
2016,25,139188.88,3313,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.9,0.81,7.3,168000
2016,26,138567.26,3339,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6,0.48,7.8,168750
2016,27,162346.54,3663,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,8.5,0.31,5,169500
2016,28,155824.53,3592,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,7.27,0.53,6,170250
2016,29,147382.67,3504,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6.7,0.11,7,171000
2016,30,150178.8,3562,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,7.1,0.52,6,171750
2016,31,149002.74,3574,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,7.3,0.42,5.4,172500
2016,32,152377.93,3534,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,7.17,0,5,173250
2016,33,152444.6,3479,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,7.21,0.45,4.9,174000
2016,34,162282.19,3641,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,8,0.64,3,174750
2016,35,161604.93,3647,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,8.2,0.47,3.2,175500
2016,36,150946.26,3411,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6.77,0.14,5,176250
2016,37,135143.2,3193,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.7,0.44,8,177000
2016,38,132891.06,3183,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.6,0,9,177750
2016,39,123358.63,3040,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5,0.06,11,178500
2016,40,143761.66,3305,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6.67,0.12,8,179250
2016,41,128872.81,3124,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,4.8,0,11,180000
2016,42,138939.17,3290,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,6,0.08,9,180750
2016,43,126513.05,3072,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5,0.02,11,181500
2016,44,185474.14,3509,21004,CHANDIGARH,PUNJAB,Medium,NORTH,DUSSEHRA,,5.87,0.04,7.3,182250
2016,45,134641.74,3236,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,4.4,0.01,11,183000
2016,46,141329.17,3090,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.2,0,9.3,183750
2016,47,145469.38,3184,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,5.9,0,8.3,184500
2016,48,203775.97,4219,21004,CHANDIGARH,PUNJAB,Medium,NORTH,DIWALI,,17.87,0,4,185250
2016,49,140679.25,3572,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,11.9,0,7.9,186000
2016,50,147509.12,4009,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,14.4,0,6.5,186750
2016,51,151761.28,4825,21004,CHANDIGARH,PUNJAB,Medium,NORTH,NORMAL,,18.5,0,6,187500
2016,52,232387.93,5453,21004,CHANDIGARH,PUNJAB,Medium,NORTH,CHRISTMAS,,20.27,0,3,188250
2016,1,195947.76,2851,21005,GURGAON,HARYANA,Medium,NORTH,NEWYEAR,,8,0,2,125000
2016,2,73829.17,1994,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.2,0,7.9,125625
2016,3,86842.02,2206,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.2,0,5,126250
2016,4,83363.15,2146,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.07,0,6.2,126875
2016,5,86828.82,2075,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,7.1,0,5,127500
2016,6,73337.5,1751,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.4,0,8,128125
2016,7,128330.86,2681,21005,GURGAON,HARYANA,Medium,NORTH,VALENTINES,,7.9,0,3,128750
2016,8,96038.22,2222,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,3.77,0,6,129375
2016,9,99472.65,2484,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6.3,0,5.2,130000
2016,10,NA,NA,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.2,0,6,130625
2016,11,NA,NA,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.2,0,5,131250
2016,12,115127.37,2667,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,3.97,0,3,131875
2016,13,90103.45,2114,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,4.2,0,7,132500
2016,14,102041.73,2560,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,4.2,0.03,5,133125
2016,15,93427.92,2183,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,4.9,0,6.5,133750
2016,16,123501.39,2753,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,8.97,0,3,134375
